State,BudgetDetail,value,Year
North Dakota,Amount from General Fund,,2011_old
North Dakota,Amount from General Fund,,2013
North Dakota,Amount from General Fund,3591468,2013_old
North Dakota,Amount of Budget from SRF,Included,2012
North Dakota,Amount of Budget from SRF,Included,2011_old
North Dakota,Amount of Budget from SRF,Included,2013
North Dakota,Environmental Agency Budget,24077698,2012
North Dakota,Environmental Agency Budget,19417521,2014
North Dakota,Environmental Agency Budget,19417521,2015
North Dakota,Environmental Agency Budget,23285782,2011_old
North Dakota,Environmental Agency Budget,24077698,2013
North Dakota,Environmental Agency Budget,19076375,2013_old
North Dakota,Percent from Federal Government,72.37,2012
North Dakota,Percent from Federal Government,,2014
North Dakota,Percent from Federal Government,,2015
North Dakota,Percent from Federal Government,71.42,2011_old
North Dakota,Percent from Federal Government,72.37,2013
North Dakota,Percent from Federal Government,,2013_old
North Dakota,Percent from Fees / Other,13.30,2012
North Dakota,Percent from Fees / Other,,2014
North Dakota,Percent from Fees / Other,,2015
North Dakota,Percent from Fees / Other,11.86,2011_old
North Dakota,Percent from Fees / Other,13.30,2013
North Dakota,Percent from Fees / Other,,2013_old
North Dakota,Percent from General Fund,14.33,2012
North Dakota,Percent from General Fund,,2014
North Dakota,Percent from General Fund,,2015
North Dakota,Percent from General Fund,16.72,2011_old
North Dakota,Percent from General Fund,14.33,2013
North Dakota,Percent from General Fund,,2013_old
North Dakota,Status of Budget,Current,2012
North Dakota,Status of Budget,Actual,2014
North Dakota,Status of Budget,Actual,2015
North Dakota,Status of Budget,Actual,2011_old
North Dakota,Status of Budget,Requested,2013
North Dakota,Status of Budget,Actual,2013_old
Ohio,Amount from Federal Government,,2009
Ohio,Amount from Federal Government,,2010
Ohio,Amount from Federal Government,,2012
Ohio,Amount from Federal Government,37229479,2014
Ohio,Amount from Federal Government,33859322,2015
Ohio,Amount from Federal Government,,2011
Ohio,Amount from Federal Government,,2011_old
Ohio,Amount from Federal Government,,2013
Ohio,Amount from Federal Government,33530798,2013_old
Ohio,Amount from Fees / Other,,2009
Ohio,Amount from Fees / Other,,2010
Ohio,Amount from Fees / Other,,2012
Ohio,Amount from Fees / Other,129053527,2014
Ohio,Amount from Fees / Other,128943587,2015
Ohio,Amount from Fees / Other,,2011
Ohio,Amount from Fees / Other,,2011_old
Ohio,Amount from Fees / Other,,2013
Ohio,Amount from Fees / Other,133111913,2013_old
Ohio,Amount from General Fund,,2009
Ohio,Amount from General Fund,,2010
Ohio,Amount from General Fund,,2012
Ohio,Amount from General Fund,9813394,2014
Ohio,Amount from General Fund,10756563,2015
Ohio,Amount from General Fund,,2011
Ohio,Amount from General Fund,,2011_old
Ohio,Amount from General Fund,,2013
Ohio,Amount from General Fund,0,2013_old
Ohio,Amount of Budget from SRF,109207000,2012
Ohio,Amount of Budget from SRF,114230000,2011_old
Ohio,Amount of Budget from SRF,,2013
Ohio,Environmental Agency Budget,188166282,2009
Ohio,Environmental Agency Budget,210681973,2010
Ohio,Environmental Agency Budget,,2012
Ohio,Environmental Agency Budget,176096399,2014
Ohio,Environmental Agency Budget,173559471,2015
Ohio,Environmental Agency Budget,208330476,2011
Ohio,Environmental Agency Budget,,2011_old
Ohio,Environmental Agency Budget,,2013
Ohio,Environmental Agency Budget,166642711,2013_old
Ohio,Environmental Agency Budget (No SRF),,2012
Ohio,Environmental Agency Budget (No SRF),,2011_old
Ohio,Environmental Agency Budget (No SRF),,2013
Ohio,Environmental Agency Budget (SRF Added),296703194,2012
Ohio,Environmental Agency Budget (SRF Added),292316980,2011_old
Ohio,Environmental Agency Budget (SRF Added),183814494,2013
Ohio,Environmental Agency Budget Excludes SRF,Yes,2014
Ohio,Environmental Agency Budget Excludes SRF,Yes,2015
Ohio,Environmental Agency Budget Excludes SRF,Yes,2013_old
Ohio,Percent from Federal Government,18,2009
Ohio,Percent from Federal Government,18,2010
Ohio,Percent from Federal Government,18.75,2012
Ohio,Percent from Federal Government,,2014
Ohio,Percent from Federal Government,,2015
Ohio,Percent from Federal Government,16,2011
Ohio,Percent from Federal Government,18.44,2011_old
Ohio,Percent from Federal Government,18.37,2013
Ohio,Percent from Federal Government,,2013_old
Ohio,Percent from Fees / Other,82,2009
Ohio,Percent from Fees / Other,82,2010
Ohio,Percent from Fees / Other,74.31,2012
Ohio,Percent from Fees / Other,,2014
Ohio,Percent from Fees / Other,,2015
Ohio,Percent from Fees / Other,84,2011
Ohio,Percent from Fees / Other,74.39,2011_old
Ohio,Percent from Fees / Other,74.42,2013
Ohio,Percent from Fees / Other,,2013_old
Ohio,Percent from General Fund,0,2009
Ohio,Percent from General Fund,0,2010
Ohio,Percent from General Fund,6.95,2012
Ohio,Percent from General Fund,,2014
Ohio,Percent from General Fund,,2015
Ohio,Percent from General Fund,0,2011
Ohio,Percent from General Fund,7.17,2011_old
Ohio,Percent from General Fund,7.20,2013
Ohio,Percent from General Fund,,2013_old
Ohio,Status of Budget,Final-Audited,2009
Ohio,Status of Budget,Current,2010
Ohio,Status of Budget,Enacted,2012
Ohio,Status of Budget,Actual,2014
Ohio,Status of Budget,Actual,2015
Ohio,Status of Budget,Adopted,2011
Ohio,Status of Budget,Actual,2011_old
Ohio,Status of Budget,Enacted,2013
Ohio,Status of Budget,Actual,2013_old
Oklahoma,Amount from Federal Government,,2009
Oklahoma,Amount from Federal Government,,2010
Oklahoma,Amount from Federal Government,,2012
Oklahoma,Amount from Federal Government,16958948,2014
Oklahoma,Amount from Federal Government,28579282,2015
Oklahoma,Amount from Federal Government,,2011
Oklahoma,Amount from Federal Government,,2011_old
Oklahoma,Amount from Federal Government,,2013
Oklahoma,Amount from Federal Government,23989000,2013_old
Oklahoma,Amount from Fees / Other,,2009
Oklahoma,Amount from Fees / Other,,2010
Oklahoma,Amount from Fees / Other,,2012
Oklahoma,Amount from Fees / Other,48202381,2014
Oklahoma,Amount from Fees / Other,45910922,2015
Oklahoma,Amount from Fees / Other,,2011
Oklahoma,Amount from Fees / Other,,2011_old
Oklahoma,Amount from Fees / Other,,2013
Oklahoma,Amount from Fees / Other,41502604,2013_old
Oklahoma,Amount from General Fund,,2009
Oklahoma,Amount from General Fund,,2010
Oklahoma,Amount from General Fund,,2012
Oklahoma,Amount from General Fund,9057973,2014
Oklahoma,Amount from General Fund,7133575,2015
Oklahoma,Amount from General Fund,,2011
Oklahoma,Amount from General Fund,,2011_old
Oklahoma,Amount from General Fund,,2013
Oklahoma,Amount from General Fund,7757973,2013_old
Oklahoma,Amount of Budget from SRF,Included,2012
Oklahoma,Amount of Budget from SRF,Included,2011_old
Oklahoma,Amount of Budget from SRF,,2013
Oklahoma,Environmental Agency Budget,55569071,2009
Oklahoma,Environmental Agency Budget,67829984,2010
Oklahoma,Environmental Agency Budget,70655000,2012
Oklahoma,Environmental Agency Budget,74219302,2014
Oklahoma,Environmental Agency Budget,81623779,2015
Oklahoma,Environmental Agency Budget,68578056,2011
Oklahoma,Environmental Agency Budget,52275000,2011_old
Oklahoma,Environmental Agency Budget,,2013
Oklahoma,Environmental Agency Budget,73249577,2013_old
Oklahoma,Percent from Federal Government,25.00,2009
Oklahoma,Percent from Federal Government,35.32,2010
Oklahoma,Percent from Federal Government,30.38,2012
Oklahoma,Percent from Federal Government,,2014
Oklahoma,Percent from Federal Government,,2015
Oklahoma,Percent from Federal Government,39.00,2011
Oklahoma,Percent from Federal Government,24.02,2011_old
Oklahoma,Percent from Federal Government,,2013
Oklahoma,Percent from Federal Government,,2013_old
Oklahoma,Percent from Fees / Other,57.51,2009
Oklahoma,Percent from Fees / Other,51.98,2010
Oklahoma,Percent from Fees / Other,57.91,2012
Oklahoma,Percent from Fees / Other,,2014
Oklahoma,Percent from Fees / Other,,2015
Oklahoma,Percent from Fees / Other,49.71,2011
Oklahoma,Percent from Fees / Other,61.57,2011_old
Oklahoma,Percent from Fees / Other,,2013
Oklahoma,Percent from Fees / Other,,2013_old
Oklahoma,Percent from General Fund,17.49,2009
Oklahoma,Percent from General Fund,12.70,2010
Oklahoma,Percent from General Fund,11.70,2012
Oklahoma,Percent from General Fund,,2014
Oklahoma,Percent from General Fund,,2015
Oklahoma,Percent from General Fund,11.29,2011
Oklahoma,Percent from General Fund,14.40,2011_old
Oklahoma,Percent from General Fund,,2013
Oklahoma,Percent from General Fund,,2013_old
Oklahoma,Status of Budget,Final,2009
Oklahoma,Status of Budget,Current,2010
Oklahoma,Status of Budget,Budgeted,2012
Oklahoma,Status of Budget,Budgeted,2014
Oklahoma,Status of Budget,Budgeted,2015
Oklahoma,Status of Budget,Proposed,2011
Oklahoma,Status of Budget,Actual,2011_old
Oklahoma,Status of Budget,,2013
Oklahoma,Status of Budget,Budgeted,2013_old
Oregon,Amount from Federal Government,,2009
Oregon,Amount from Federal Government,,2010
Oregon,Amount from Federal Government,,2012
Oregon,Amount from Federal Government,76873691,2014
Oregon,Amount from Federal Government,78426694,2015
Oregon,Amount from Federal Government,,2011
Oregon,Amount from Federal Government,,2011_old
Oregon,Amount from Federal Government,,2013
Oregon,Amount from Federal Government,78979433,2013_old
Oregon,Amount from Fees / Other,,2009
Oregon,Amount from Fees / Other,,2010
Oregon,Amount from Fees / Other,,2012
Oregon,Amount from Fees / Other,72634152,2014
Oregon,Amount from Fees / Other,74101509,2015
Oregon,Amount from Fees / Other,,2011
Oregon,Amount from Fees / Other,,2011_old
Oregon,Amount from Fees / Other,,2013
Oregon,Amount from Fees / Other,73087690,2013_old
Oregon,Amount from General Fund,,2009
Oregon,Amount from General Fund,,2010
Oregon,Amount from General Fund,,2012
Oregon,Amount from General Fund,15325823,2014
Oregon,Amount from General Fund,15635436,2015
Oregon,Amount from General Fund,,2011
Oregon,Amount from General Fund,,2011_old
Oregon,Amount from General Fund,,2013
Oregon,Amount from General Fund,12630826,2013_old
Oregon,Amount of Budget from SRF,Included,2012
Oregon,Amount of Budget from SRF,Included,2011_old
Oregon,Amount of Budget from SRF,Included,2013
Oregon,Environmental Agency Budget,102567044,2009
Oregon,Environmental Agency Budget,103198738,2010
Oregon,Environmental Agency Budget,102368370,2012
Oregon,Environmental Agency Budget,164833666,2014
Oregon,Environmental Agency Budget,169828626,2015
Oregon,Environmental Agency Budget,101980738,2011
Oregon,Environmental Agency Budget,103385856,2011_old
Oregon,Environmental Agency Budget,102386370,2013
Oregon,Environmental Agency Budget,164697949,2013_old
Oregon,Percent from Federal Government,13.50,2009
Oregon,Percent from Federal Government,17.40,2010
Oregon,Percent from Federal Government,15.92,2012
Oregon,Percent from Federal Government,,2014
Oregon,Percent from Federal Government,,2015
Oregon,Percent from Federal Government,17.60,2011
Oregon,Percent from Federal Government,17.40,2011_old
Oregon,Percent from Federal Government,15.92,2013
Oregon,Percent from Federal Government,,2013_old
Oregon,Percent from Fees / Other,69.00,2009
Oregon,Percent from Fees / Other,68.85,2010
Oregon,Percent from Fees / Other,69.93,2012
Oregon,Percent from Fees / Other,,2014
Oregon,Percent from Fees / Other,,2015
Oregon,Percent from Fees / Other,69.70,2011
Oregon,Percent from Fees / Other,66.70,2011_old
Oregon,Percent from Fees / Other,69.93,2013
Oregon,Percent from Fees / Other,,2013_old
Oregon,Percent from General Fund,17.50,2009
Oregon,Percent from General Fund,13.75,2010
Oregon,Percent from General Fund,14.15,2012
Oregon,Percent from General Fund,,2014
Oregon,Percent from General Fund,,2015
Oregon,Percent from General Fund,12.70,2011
Oregon,Percent from General Fund,15.90,2011_old
Oregon,Percent from General Fund,14.15,2013
Oregon,Percent from General Fund,,2013_old
Oregon,Status of Budget,Actuals,2009
Oregon,Status of Budget,Approved,2010
Oregon,Status of Budget,Balanced,2012
Oregon,Status of Budget,Approved,2014
Oregon,Status of Budget,Approved,2015
Oregon,Status of Budget,Approved,2011
Oregon,Status of Budget,Approved,2011_old
Oregon,Status of Budget,Balanced,2013
Oregon,Status of Budget,Approved,2013_old
Pennsylvania,Amount from Federal Government,,2012
Pennsylvania,Amount from Federal Government,192525000,2014
Pennsylvania,Amount from Federal Government,192525000,2015
Pennsylvania,Amount from Federal Government,,2011_old
Pennsylvania,Amount from Federal Government,,2013
Pennsylvania,Amount from Federal Government,188909000,2013_old
Pennsylvania,Amount from Fees / Other,,2012
Pennsylvania,Amount from Fees / Other,329292000,2014
Pennsylvania,Amount from Fees / Other,314439000,2015
Pennsylvania,Amount from Fees / Other,,2011_old
Pennsylvania,Amount from Fees / Other,,2013
Pennsylvania,Amount from Fees / Other,285058000,2013_old
Pennsylvania,Amount from General Fund,,2012
Pennsylvania,Amount from General Fund,139233000,2014
Pennsylvania,Amount from General Fund,142620000,2015
Pennsylvania,Amount from General Fund,,2011_old
Pennsylvania,Amount from General Fund,,2013
Pennsylvania,Amount from General Fund,125656000,2013_old
Pennsylvania,Amount of Budget from SRF,Included,2012
Pennsylvania,Amount of Budget from SRF,Included,2011_old
Pennsylvania,Amount of Budget from SRF,Included,2013
Pennsylvania,Environmental Agency Budget,678624000,2012
Pennsylvania,Environmental Agency Budget,661050000,2014
Pennsylvania,Environmental Agency Budget,649584000,2015
Pennsylvania,Environmental Agency Budget,793386000,2011_old
Pennsylvania,Environmental Agency Budget,607087000,2013
Pennsylvania,Environmental Agency Budget,599623000,2013_old
Pennsylvania,Percent from Federal Government,39.58,2012
Pennsylvania,Percent from Federal Government,,2014
Pennsylvania,Percent from Federal Government,,2015
Pennsylvania,Percent from Federal Government,49,2011_old
Pennsylvania,Percent from Federal Government,36.84,2013
Pennsylvania,Percent from Federal Government,,2013_old
Pennsylvania,Percent from Fees / Other,40.21,2012
Pennsylvania,Percent from Fees / Other,,2014
Pennsylvania,Percent from Fees / Other,,2015
Pennsylvania,Percent from Fees / Other,32.89,2011_old
Pennsylvania,Percent from Fees / Other,42.31,2013
Pennsylvania,Percent from Fees / Other,,2013_old
Pennsylvania,Percent from General Fund,20.21,2012
Pennsylvania,Percent from General Fund,,2014
Pennsylvania,Percent from General Fund,,2015
Pennsylvania,Percent from General Fund,18.11,2011_old
Pennsylvania,Percent from General Fund,20.85,2013
Pennsylvania,Percent from General Fund,,2013_old
Pennsylvania,Status of Budget,Available,2012
Pennsylvania,Status of Budget,Actual,2014
Pennsylvania,Status of Budget,Available,2015
Pennsylvania,Status of Budget,Actual,2011_old
Pennsylvania,Status of Budget,Budgeted,2013
Pennsylvania,Status of Budget,Actual,2013_old
Puerto Rico,Amount from Federal Government,,2012
Puerto Rico,Amount from Federal Government,33545000,2014
Puerto Rico,Amount from Federal Government,33266000,2015
Puerto Rico,Amount from Federal Government,,2011_old
Puerto Rico,Amount from Federal Government,,2013
Puerto Rico,Amount from Federal Government,17257000,2013_old
Puerto Rico,Amount from Fees / Other,,2012
Puerto Rico,Amount from Fees / Other,21823000,2014
Puerto Rico,Amount from Fees / Other,21823000,2015
Puerto Rico,Amount from Fees / Other,,2011_old
Puerto Rico,Amount from Fees / Other,,2013
Puerto Rico,Amount from Fees / Other,15201000,2013_old
Puerto Rico,Amount from General Fund,,2012
Puerto Rico,Amount from General Fund,6083000,2014
Puerto Rico,Amount from General Fund,6083000,2015
Puerto Rico,Amount from General Fund,,2011_old
Puerto Rico,Amount from General Fund,,2013
Puerto Rico,Amount from General Fund,5272000,2013_old
Puerto Rico,Amount of Budget from SRF,Included,2012
Puerto Rico,Amount of Budget from SRF,Included,2011_old
Puerto Rico,Amount of Budget from SRF,Included,2013
Puerto Rico,Environmental Agency Budget,49121000,2012
Puerto Rico,Environmental Agency Budget,61451000,2014
Puerto Rico,Environmental Agency Budget,61872000,2015
Puerto Rico,Environmental Agency Budget,51777000,2011_old
Puerto Rico,Environmental Agency Budget,39647000,2013
Puerto Rico,Environmental Agency Budget,37827000,2013_old
Puerto Rico,Percent from Federal Government,61.13,2012
Puerto Rico,Percent from Federal Government,,2014
Puerto Rico,Percent from Federal Government,,2015
Puerto Rico,Percent from Federal Government,68.30,2011_old
Puerto Rico,Percent from Federal Government,54.29,2013
Puerto Rico,Percent from Federal Government,,2013_old
Puerto Rico,Percent from Fees / Other,27.39,2012
Puerto Rico,Percent from Fees / Other,,2014
Puerto Rico,Percent from Fees / Other,,2015
Puerto Rico,Percent from Fees / Other,30.50,2011_old
Puerto Rico,Percent from Fees / Other,32.41,2013
Puerto Rico,Percent from Fees / Other,,2013_old
Puerto Rico,Percent from General Fund,11.48,2012
Puerto Rico,Percent from General Fund,,2014
Puerto Rico,Percent from General Fund,,2015
Puerto Rico,Percent from General Fund,1.35,2011_old
Puerto Rico,Percent from General Fund,13.30,2013
Puerto Rico,Percent from General Fund,,2013_old
Puerto Rico,Status of Budget,Adopted,2012
Puerto Rico,Status of Budget,Adopted,2014
Puerto Rico,Status of Budget,Adopted,2015
Puerto Rico,Status of Budget,Spent,2011_old
Puerto Rico,Status of Budget,Recommended,2013
Puerto Rico,Status of Budget,Spent,2013_old
Rhode Island,Amount from Federal Government,,2009
Rhode Island,Amount from Federal Government,,2010
Rhode Island,Amount from Federal Government,,2012
Rhode Island,Amount from Federal Government,8519484,2014
Rhode Island,Amount from Federal Government,8246195,2015
Rhode Island,Amount from Federal Government,,2011
Rhode Island,Amount from Federal Government,,2011_old
Rhode Island,Amount from Federal Government,,2013
Rhode Island,Amount from Federal Government,8334808,2013_old
Rhode Island,Amount from Fees / Other,,2009
Rhode Island,Amount from Fees / Other,,2010
Rhode Island,Amount from Fees / Other,,2012
Rhode Island,Amount from Fees / Other,7334795,2014
Rhode Island,Amount from Fees / Other,6122131,2015
Rhode Island,Amount from Fees / Other,,2011
Rhode Island,Amount from Fees / Other,,2011_old
Rhode Island,Amount from Fees / Other,,2013
Rhode Island,Amount from Fees / Other,6823072,2013_old
Rhode Island,Amount from General Fund,,2009
Rhode Island,Amount from General Fund,,2010
Rhode Island,Amount from General Fund,,2012
Rhode Island,Amount from General Fund,11110332,2014
Rhode Island,Amount from General Fund,11335372,2015
Rhode Island,Amount from General Fund,,2011
Rhode Island,Amount from General Fund,,2011_old
Rhode Island,Amount from General Fund,,2013
Rhode Island,Amount from General Fund,10704485,2013_old
Rhode Island,Amount of Budget from SRF,18561000,2012
Rhode Island,Amount of Budget from SRF,19433000,2011_old
Rhode Island,Amount of Budget from SRF,,2013
Rhode Island,Environmental Agency Budget,31900000,2009
Rhode Island,Environmental Agency Budget,42300000,2010
Rhode Island,Environmental Agency Budget,,2012
Rhode Island,Environmental Agency Budget,27687857,2014
Rhode Island,Environmental Agency Budget,26406919,2015
Rhode Island,Environmental Agency Budget,44300000,2011
Rhode Island,Environmental Agency Budget,,2011_old
Rhode Island,Environmental Agency Budget,,2013
Rhode Island,Environmental Agency Budget,26502694,2013_old
Rhode Island,Environmental Agency Budget (No SRF),,2012
Rhode Island,Environmental Agency Budget (No SRF),,2011_old
Rhode Island,Environmental Agency Budget (No SRF),,2013
Rhode Island,Environmental Agency Budget (SRF Added),50925716,2012
Rhode Island,Environmental Agency Budget (SRF Added),46012443,2011_old
Rhode Island,Environmental Agency Budget (SRF Added),31357988,2013
Rhode Island,Environmental Agency Budget Excludes SRF,Yes,2014
Rhode Island,Environmental Agency Budget Excludes SRF,Yes,2015
Rhode Island,Environmental Agency Budget Excludes SRF,Yes,2013_old
Rhode Island,Percent from Federal Government,23.40,2009
Rhode Island,Percent from Federal Government,32.60,2010
Rhode Island,Percent from Federal Government,41.50,2012
Rhode Island,Percent from Federal Government,,2014
Rhode Island,Percent from Federal Government,,2015
Rhode Island,Percent from Federal Government,30.20,2011
Rhode Island,Percent from Federal Government,36.40,2011_old
Rhode Island,Percent from Federal Government,39.60,2013
Rhode Island,Percent from Federal Government,,2013_old
Rhode Island,Percent from Fees / Other,25.20,2009
Rhode Island,Percent from Fees / Other,26.40,2010
Rhode Island,Percent from Fees / Other,21.10,2012
Rhode Island,Percent from Fees / Other,,2014
Rhode Island,Percent from Fees / Other,,2015
Rhode Island,Percent from Fees / Other,32.40,2011
Rhode Island,Percent from Fees / Other,19.70,2011_old
Rhode Island,Percent from Fees / Other,23.50,2013
Rhode Island,Percent from Fees / Other,,2013_old
Rhode Island,Percent from General Fund,51.40,2009
Rhode Island,Percent from General Fund,36.60,2010
Rhode Island,Percent from General Fund,37.40,2012
Rhode Island,Percent from General Fund,,2014
Rhode Island,Percent from General Fund,,2015
Rhode Island,Percent from General Fund,37.40,2011
Rhode Island,Percent from General Fund,43.90,2011_old
Rhode Island,Percent from General Fund,36.90,2013
Rhode Island,Percent from General Fund,,2013_old
Rhode Island,Status of Budget,Final,2009
Rhode Island,Status of Budget,Current,2010
Rhode Island,Status of Budget,Enacted,2012
Rhode Island,Status of Budget,Actual,2014
Rhode Island,Status of Budget,Actual,2015
Rhode Island,Status of Budget,Enacted,2011
Rhode Island,Status of Budget,Actual,2011_old
Rhode Island,Status of Budget,Recommended,2013
Rhode Island,Status of Budget,Actual,2013_old
South Carolina,Amount from Federal Government,,2012
South Carolina,Amount from Federal Government,26452443,2014
South Carolina,Amount from Federal Government,25765544,2015
South Carolina,Amount from Federal Government,,2011_old
South Carolina,Amount from Federal Government,,2013
South Carolina,Amount from Federal Government,26692901,2013_old
South Carolina,Amount from Fees / Other,,2012
South Carolina,Amount from Fees / Other,31107302,2014
South Carolina,Amount from Fees / Other,32423730,2015
South Carolina,Amount from Fees / Other,,2011_old
South Carolina,Amount from Fees / Other,,2013
South Carolina,Amount from Fees / Other,35267217,2013_old
South Carolina,Amount from General Fund,,2012
South Carolina,Amount from General Fund,29994652,2014
South Carolina,Amount from General Fund,31029590,2015
South Carolina,Amount from General Fund,,2011_old
South Carolina,Amount from General Fund,,2013
South Carolina,Amount from General Fund,26576296,2013_old
South Carolina,Amount of Budget from SRF,23600000,2012
South Carolina,Amount of Budget from SRF,24698000,2011_old
South Carolina,Amount of Budget from SRF,,2013
South Carolina,Environmental Agency Budget,,2012
South Carolina,Environmental Agency Budget,87554397,2014
South Carolina,Environmental Agency Budget,89218864,2015
South Carolina,Environmental Agency Budget,,2011_old
South Carolina,Environmental Agency Budget,,2013
South Carolina,Environmental Agency Budget,88536414,2013_old
South Carolina,Environmental Agency Budget (No SRF),,2012
South Carolina,Environmental Agency Budget (No SRF),,2011_old
South Carolina,Environmental Agency Budget (No SRF),,2013
South Carolina,Environmental Agency Budget (SRF Added),102519996,2012
South Carolina,Environmental Agency Budget (SRF Added),89438488,2011_old
South Carolina,Environmental Agency Budget (SRF Added),84167698,2013
South Carolina,Percent from Federal Government,42.69,2012
South Carolina,Percent from Federal Government,,2014
South Carolina,Percent from Federal Government,,2015
South Carolina,Percent from Federal Government,42.12,2011_old
South Carolina,Percent from Federal Government,36.74,2013
South Carolina,Percent from Federal Government,,2013_old
South Carolina,Percent from Fees / Other,44.79,2012
South Carolina,Percent from Fees / Other,,2014
South Carolina,Percent from Fees / Other,,2015
South Carolina,Percent from Fees / Other,39.12,2011_old
South Carolina,Percent from Fees / Other,46.47,2013
South Carolina,Percent from Fees / Other,,2013_old
South Carolina,Percent from General Fund,12.52,2012
South Carolina,Percent from General Fund,,2014
South Carolina,Percent from General Fund,,2015
South Carolina,Percent from General Fund,18.76,2011_old
South Carolina,Percent from General Fund,16.79,2013
South Carolina,Percent from General Fund,,2013_old
South Carolina,Status of Budget,Current,2012
South Carolina,Status of Budget,Actual,2014
South Carolina,Status of Budget,Actual,2015
South Carolina,Status of Budget,Actual,2011_old
South Carolina,Status of Budget,Estimated,2013
South Carolina,Status of Budget,Actual,2013_old
South Dakota,Amount from Federal Government,,2009
South Dakota,Amount from Federal Government,,2010
South Dakota,Amount from Federal Government,,2012
South Dakota,Amount from Federal Government,7539418,2014
South Dakota,Amount from Federal Government,7876695,2015
South Dakota,Amount from Federal Government,,2011
South Dakota,Amount from Federal Government,,2011_old
South Dakota,Amount from Federal Government,,2013
South Dakota,Amount from Federal Government,7308698,2013_old
South Dakota,Amount from Fees / Other,,2009
South Dakota,Amount from Fees / Other,,2010
South Dakota,Amount from Fees / Other,,2012
South Dakota,Amount from Fees / Other,9042257,2014
South Dakota,Amount from Fees / Other,9251351,2015
South Dakota,Amount from Fees / Other,,2011
South Dakota,Amount from Fees / Other,,2011_old
South Dakota,Amount from Fees / Other,,2013
South Dakota,Amount from Fees / Other,8833198,2013_old
South Dakota,Amount from General Fund,,2009
South Dakota,Amount from General Fund,,2010
South Dakota,Amount from General Fund,,2012
South Dakota,Amount from General Fund,5844382,2014
South Dakota,Amount from General Fund,6171692,2015
South Dakota,Amount from General Fund,,2011
South Dakota,Amount from General Fund,,2011_old
South Dakota,Amount from General Fund,,2013
South Dakota,Amount from General Fund,5526193,2013_old
South Dakota,Amount of Budget from SRF,15983000,2012
South Dakota,Amount of Budget from SRF,16740000,2011_old
South Dakota,Amount of Budget from SRF,,2013
South Dakota,Environmental Agency Budget,,2012
South Dakota,Environmental Agency Budget,22426057,2014
South Dakota,Environmental Agency Budget,23300008,2015
South Dakota,Environmental Agency Budget,,2011_old
South Dakota,Environmental Agency Budget,,2013
South Dakota,Environmental Agency Budget,21668089,2013_old
South Dakota,Environmental Agency Budget (No SRF),,2012
South Dakota,Environmental Agency Budget (No SRF),,2011_old
South Dakota,Environmental Agency Budget (No SRF),,2013
South Dakota,Environmental Agency Budget (SRF Added),49628260,2012
South Dakota,Environmental Agency Budget (SRF Added),54258387,2011_old
South Dakota,Environmental Agency Budget (SRF Added),21668089,2013
South Dakota,Environmental Agency Budget Excludes SRF,Yes,2014
South Dakota,Environmental Agency Budget Excludes SRF,Yes,2015
South Dakota,Environmental Agency Budget Excludes SRF,Yes,2013_old
South Dakota,Percent from Federal Government,40.40,2009
South Dakota,Percent from Federal Government,42.30,2010
South Dakota,Percent from Federal Government,58.79,2012
South Dakota,Percent from Federal Government,,2014
South Dakota,Percent from Federal Government,,2015
South Dakota,Percent from Federal Government,42.20,2011
South Dakota,Percent from Federal Government,77.16,2011_old
South Dakota,Percent from Federal Government,33.72,2013
South Dakota,Percent from Federal Government,,2013_old
South Dakota,Percent from Fees / Other,16.30,2009
South Dakota,Percent from Fees / Other,21.00,2010
South Dakota,Percent from Fees / Other,25.68,2012
South Dakota,Percent from Fees / Other,,2014
South Dakota,Percent from Fees / Other,,2015
South Dakota,Percent from Fees / Other,21.10,2011
South Dakota,Percent from Fees / Other,7.36,2011_old
South Dakota,Percent from Fees / Other,40.77,2013
South Dakota,Percent from Fees / Other,,2013_old
South Dakota,Percent from General Fund,43.30,2009
South Dakota,Percent from General Fund,36.70,2010
South Dakota,Percent from General Fund,15.53,2012
South Dakota,Percent from General Fund,,2014
South Dakota,Percent from General Fund,,2015
South Dakota,Percent from General Fund,36.70,2011
South Dakota,Percent from General Fund,15.48,2011_old
South Dakota,Percent from General Fund,25.50,2013
South Dakota,Percent from General Fund,,2013_old
South Dakota,Status of Budget,Actual Expenditures,2009
South Dakota,Status of Budget,Final,2010
South Dakota,Status of Budget,Budgeted,2012
South Dakota,Status of Budget,Final,2014
South Dakota,Status of Budget,Final,2015
South Dakota,Status of Budget,Final,2011
South Dakota,Status of Budget,Actual,2011_old
South Dakota,Status of Budget,Budgeted,2013
South Dakota,Status of Budget,Final,2013_old
Tennessee,Amount from Federal Government,,2009
Tennessee,Amount from Federal Government,,2010
Tennessee,Amount from Federal Government,,2012
Tennessee,Amount from Federal Government,34928200,2014
Tennessee,Amount from Federal Government,70289700,2015
Tennessee,Amount from Federal Government,,2011
Tennessee,Amount from Federal Government,,2011_old
Tennessee,Amount from Federal Government,,2013
Tennessee,Amount from Federal Government,28209700,2013_old
Tennessee,Amount from Fees / Other,,2009
Tennessee,Amount from Fees / Other,,2010
Tennessee,Amount from Fees / Other,,2012
Tennessee,Amount from Fees / Other,76265800,2014
Tennessee,Amount from Fees / Other,74214500,2015
Tennessee,Amount from Fees / Other,,2011
Tennessee,Amount from Fees / Other,,2011_old
Tennessee,Amount from Fees / Other,,2013
