City_/_Town_(Receiving_Water),Applicant_/_Facility_Name,Permit_Number,Date_of_Issuance,City/Town,Facility_Name,Facility_name_clean,Permit_URL,Stage,State,Watershed,City_/_Town,Comment_Period_Dates
"Burlington (Lake Champlain, Class B)","<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0120036permit-2015.pdf'>Burlington (Moran Plant), City of (pdf)</a> <span class='document__meta'>(964 KB)</span>",VT0120036,02/17/2015,Burlington,"<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0120036permit-2015.pdf'>Burlington (Moran Plant), City of (pdf)</a> <span class='document__meta'>(964 KB)</span>","Burlington (Moran Plant), City of (pdf) (964 KB)",['https://www.epa.gov/system/files/documents/2025-07/finalvt0120036permit-2015.pdf'],final,vt,"Lake Champlain, Class B",,
"Burlington (Lake Champlain, Class B)","<a href='https://www.epa.gov/system/files/documents/2025-09/finalvt0100153permit-2005.pdf'>Burlington (Main <abbr title='Wastewater Treatment Facility'>WWTF</abbr>), City of (pdf)</a> <span class='document__meta'>(1.2 MB)</span>",VT0100153,04/28/2005,Burlington,"<a href='https://www.epa.gov/system/files/documents/2025-09/finalvt0100153permit-2005.pdf'>Burlington (Main <abbr title='Wastewater Treatment Facility'>WWTF</abbr>), City of (pdf)</a> <span class='document__meta'>(1.2 MB)</span>","Burlington (Main WWTF), City of (pdf) (1.2 MB)",['https://www.epa.gov/system/files/documents/2025-09/finalvt0100153permit-2005.pdf'],final,vt,"Lake Champlain, Class B",,
Burlington (Winooski River),"<a href='https://www.epa.gov/system/files/documents/2025-09/vt0100226permit-2004.pdf'>Burlington (North <abbr title='Wastewater Treatment Facility'>WWTF</abbr>), City of (pdf)</a> <span class='document__meta'>(960 KB)</span>",VT0100226,07/29/2004,Burlington,"<a href='https://www.epa.gov/system/files/documents/2025-09/vt0100226permit-2004.pdf'>Burlington (North <abbr title='Wastewater Treatment Facility'>WWTF</abbr>), City of (pdf)</a> <span class='document__meta'>(960 KB)</span>","Burlington (North WWTF), City of (pdf) (960 KB)",['https://www.epa.gov/system/files/documents/2025-09/vt0100226permit-2004.pdf'],final,vt,Winooski River,,
Burlington (Winooski River),"<a href='https://www.epa.gov/system/files/documents/2025-09/vt0100307permit-2004.pdf'>Burlington (Riverside <abbr title='Wastewater Treatment Facility'>WWTF</abbr>), City of (pdf)</a> <span class='document__meta'>(909 KB)</span>",VT0100307,06/21/2004,Burlington,"<a href='https://www.epa.gov/system/files/documents/2025-09/vt0100307permit-2004.pdf'>Burlington (Riverside <abbr title='Wastewater Treatment Facility'>WWTF</abbr>), City of (pdf)</a> <span class='document__meta'>(909 KB)</span>","Burlington (Riverside WWTF), City of (pdf) (909 KB)",['https://www.epa.gov/system/files/documents/2025-09/vt0100307permit-2004.pdf'],final,vt,Winooski River,,
"Burlington (Winooski River, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-06/finalvt0020401permit-2021.pdf'>Burlington Electric Department-Joseph C McNeil Generating Station (pdf)</a> <span class='document__meta'>(2.2 MB)</span>,VT0020401,03/18/2021,Burlington,<a href='https://www.epa.gov/system/files/documents/2025-06/finalvt0020401permit-2021.pdf'>Burlington Electric Department-Joseph C McNeil Generating Station (pdf)</a> <span class='document__meta'>(2.2 MB)</span>,Burlington Electric Department-Joseph C McNeil Generating Station (pdf) (2.2 MB),['https://www.epa.gov/system/files/documents/2025-06/finalvt0020401permit-2021.pdf'],final,vt,"Winooski River, Class B",,
"Burlington (Winooski River, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-09/finalvt0020401permit-2007.pdf'>Burlington Electric Department (pdf)</a> <span class='document__meta'>(843 KB)</span>,VT0020401,09/20/2007,Burlington,<a href='https://www.epa.gov/system/files/documents/2025-09/finalvt0020401permit-2007.pdf'>Burlington Electric Department (pdf)</a> <span class='document__meta'>(843 KB)</span>,Burlington Electric Department (pdf) (843 KB),['https://www.epa.gov/system/files/documents/2025-09/finalvt0020401permit-2007.pdf'],final,vt,"Winooski River, Class B",,
"Burlington (Lake Champlain, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0000337permit-2015.pdf'>G.S. Blodgett Company (pdf)</a> <span class='document__meta'>(641 KB)</span>,VT0000337,08/13/2015,Burlington,<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0000337permit-2015.pdf'>G.S. Blodgett Company (pdf)</a> <span class='document__meta'>(641 KB)</span>,G.S. Blodgett Company (pdf) (641 KB),['https://www.epa.gov/system/files/documents/2025-07/finalvt0000337permit-2015.pdf'],final,vt,"Lake Champlain, Class B",,
"Burlington (Lake Champlain, Class B)","<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0000353permit-2011.pdf'>Global Companies, LLC (Vermont Global Petroleum Services) (pdf)</a> <span class='document__meta'>(826 KB)</span>",VT0000353,11/18/2011,Burlington,"<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0000353permit-2011.pdf'>Global Companies, LLC (Vermont Global Petroleum Services) (pdf)</a> <span class='document__meta'>(826 KB)</span>","Global Companies, LLC (Vermont Global Petroleum Services) (pdf) (826 KB)",['https://www.epa.gov/system/files/documents/2025-08/finalvt0000353permit-2011.pdf'],final,vt,"Lake Champlain, Class B",,
"Burlington (Lake Champlain, Class B)","<a href='https://www.epa.gov/system/files/documents/2025-09/finalvt0000353permit1-2007.pdf'>Global Companies, LLC (Burlington Terminal) (pdf)</a> <span class='document__meta'>(753 KB)</span>",VT0000353,08/23/2007,Burlington,"<a href='https://www.epa.gov/system/files/documents/2025-09/finalvt0000353permit1-2007.pdf'>Global Companies, LLC (Burlington Terminal) (pdf)</a> <span class='document__meta'>(753 KB)</span>","Global Companies, LLC (Burlington Terminal) (pdf) (753 KB)",['https://www.epa.gov/system/files/documents/2025-09/finalvt0000353permit1-2007.pdf'],final,vt,"Lake Champlain, Class B",,
"Burlington (Lake Champlain, Class B)","<a href='https://www.epa.gov/system/files/documents/2025-09/finalvt0000353permit-2007.pdf'>Global Companies, LLC (Burlington Terminal) (pdf)</a> <span class='document__meta'>(470 KB)</span>",VT0000353,05/10/2007,Burlington,"<a href='https://www.epa.gov/system/files/documents/2025-09/finalvt0000353permit-2007.pdf'>Global Companies, LLC (Burlington Terminal) (pdf)</a> <span class='document__meta'>(470 KB)</span>","Global Companies, LLC (Burlington Terminal) (pdf) (470 KB)",['https://www.epa.gov/system/files/documents/2025-09/finalvt0000353permit-2007.pdf'],final,vt,"Lake Champlain, Class B",,
Cabot (Winooski River),<a href='https://www.epa.gov/system/files/documents/2025-06/finalvt0101257permit-2020.pdf'>Cabot Wastewater Treatment Facility (pdf)</a> <span class='document__meta'>(2.4 MB)</span>,VT0101257,10/26/2020,Cabot,<a href='https://www.epa.gov/system/files/documents/2025-06/finalvt0101257permit-2020.pdf'>Cabot Wastewater Treatment Facility (pdf)</a> <span class='document__meta'>(2.4 MB)</span>,Cabot Wastewater Treatment Facility (pdf) (2.4 MB),['https://www.epa.gov/system/files/documents/2025-06/finalvt0101257permit-2020.pdf'],final,vt,Winooski River,,
"Canaan (Connecticut River, Class B)","<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0100625permit-2015.pdf'>Canaan <abbr title='Wastewater Treatment Facility'>WWTF</abbr>, Town of (pdf)</a> <span class='document__meta'>(1.6 MB)</span>",VT0100625,05/15/2015,Canaan,"<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0100625permit-2015.pdf'>Canaan <abbr title='Wastewater Treatment Facility'>WWTF</abbr>, Town of (pdf)</a> <span class='document__meta'>(1.6 MB)</span>","Canaan WWTF, Town of (pdf) (1.6 MB)",['https://www.epa.gov/system/files/documents/2025-07/finalvt0100625permit-2015.pdf'],final,vt,"Connecticut River, Class B",,
"Canaan (Connecticut River, Class B)","<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0100625permit-2009.pdf'>Canaan <abbr title='Wastewater Treatment Facility'>WWTF</abbr>, Town of (pdf)</a> <span class='document__meta'>(164 KB)</span>",VT0100625,01/02/2009,Canaan,"<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0100625permit-2009.pdf'>Canaan <abbr title='Wastewater Treatment Facility'>WWTF</abbr>, Town of (pdf)</a> <span class='document__meta'>(164 KB)</span>","Canaan WWTF, Town of (pdf) (164 KB)",['https://www.epa.gov/system/files/documents/2025-08/finalvt0100625permit-2009.pdf'],final,vt,"Connecticut River, Class B",,
"Castleton (Castleton River, Class B(2))",<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0100897permit-2019.pdf'>Castleton Wastewater Treatment Facility (pdf)</a> <span class='document__meta'>(829 KB)</span>,VT0100897,07/01/2019,Castleton,<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0100897permit-2019.pdf'>Castleton Wastewater Treatment Facility (pdf)</a> <span class='document__meta'>(829 KB)</span>,Castleton Wastewater Treatment Facility (pdf) (829 KB),['https://www.epa.gov/system/files/documents/2025-07/finalvt0100897permit-2019.pdf'],final,vt,"Castleton River, Class",,
"Castleton (Castleton River, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-09/vt0100897permit-2003.pdf'>Castleton Wastewater Treatment Facility (pdf)</a> <span class='document__meta'>(1.1 MB)</span>,VT0100897,11/03/2003,Castleton,<a href='https://www.epa.gov/system/files/documents/2025-09/vt0100897permit-2003.pdf'>Castleton Wastewater Treatment Facility (pdf)</a> <span class='document__meta'>(1.1 MB)</span>,Castleton Wastewater Treatment Facility (pdf) (1.1 MB),['https://www.epa.gov/system/files/documents/2025-09/vt0100897permit-2003.pdf'],final,vt,"Castleton River, Class B",,
"Cavendish (Black River, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0100862permit-2014.pdf'>Cavendish Wastewater Treatment Facility (pdf)</a> <span class='document__meta'>(1.2 MB)</span>,VT0100862,11/12/2014,Cavendish,<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0100862permit-2014.pdf'>Cavendish Wastewater Treatment Facility (pdf)</a> <span class='document__meta'>(1.2 MB)</span>,Cavendish Wastewater Treatment Facility (pdf) (1.2 MB),['https://www.epa.gov/system/files/documents/2025-07/finalvt0100862permit-2014.pdf'],final,vt,"Black River, Class B",,
"Cavendish (Unnamed tributary of the Black River, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0000931permit-2015.pdf'>Vermont Quarries Corporation (pdf)</a> <span class='document__meta'>(1.1 MB)</span>,VT0000931,12/15/2015,Cavendish,<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0000931permit-2015.pdf'>Vermont Quarries Corporation (pdf)</a> <span class='document__meta'>(1.1 MB)</span>,Vermont Quarries Corporation (pdf) (1.1 MB),['https://www.epa.gov/system/files/documents/2025-07/finalvt0000931permit-2015.pdf'],final,vt,"Unnamed tributary of the Black River, Class B",,
"Cavendish (Unnamed tributary of the Black River, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0000931permit-2010.pdf'>Vermont Quarries Corporation (pdf)</a> <span class='document__meta'>(516 KB)</span>,VT0000931,08/31/2010,Cavendish,<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0000931permit-2010.pdf'>Vermont Quarries Corporation (pdf)</a> <span class='document__meta'>(516 KB)</span>,Vermont Quarries Corporation (pdf) (516 KB),['https://www.epa.gov/system/files/documents/2025-08/finalvt0000931permit-2010.pdf'],final,vt,"Unnamed tributary of the Black River, Class B",,
"Chelsea (First Branch of the White River, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0100943permit-2016.pdf'>Chelsea Wastewater Treatment Facility  (pdf)</a> <span class='document__meta'>(228 KB)</span> <br> <a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0100943permitcorrection-2019.pdf'>Chelsea Wastewater Treatment Facility (Correction) (pdf)</a> <span class='document__meta'>(504 KB)</span>,VT0100943,07/27/2016,Chelsea,<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0100943permit-2016.pdf'>Chelsea Wastewater Treatment Facility  (pdf)</a> <span class='document__meta'>(228 KB)</span> <br> <a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0100943permitcorrection-2019.pdf'>Chelsea Wastewater Treatment Facility (Correction) (pdf)</a> <span class='document__meta'>(504 KB)</span>,Chelsea Wastewater Treatment Facility  (pdf) (228 KB)  Chelsea Wastewater Treatment Facility (Correction) (pdf) (504 KB),"['https://www.epa.gov/system/files/documents/2025-07/finalvt0100943permit-2016.pdf', 'https://www.epa.gov/system/files/documents/2025-07/finalvt0100943permitcorrection-2019.pdf']",final,vt,"First Branch of the White River, Class B",,
"Chester (Williams River, Class B)","<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0100081permit-2015.pdf'>Chester, Town of (pdf)</a> <span class='document__meta'>(1.4 MB)</span>",VT0100081,08/27/2015,Chester,"<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0100081permit-2015.pdf'>Chester, Town of (pdf)</a> <span class='document__meta'>(1.4 MB)</span>","Chester, Town of (pdf) (1.4 MB)",['https://www.epa.gov/system/files/documents/2025-07/finalvt0100081permit-2015.pdf'],final,vt,"Williams River, Class B",,
"Chittenden (Furnace Brook, Class B)","<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0001007permit-2011.pdf'>Proctor, Town of (pdf)</a> <span class='document__meta'>(303 KB)</span>",VT0001007,10/06/2011,Chittenden,"<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0001007permit-2011.pdf'>Proctor, Town of (pdf)</a> <span class='document__meta'>(303 KB)</span>","Proctor, Town of (pdf) (303 KB)",['https://www.epa.gov/system/files/documents/2025-08/finalvt0001007permit-2011.pdf'],final,vt,"Furnace Brook, Class B",,
"Chittenden (Furnace Brook, Class B)","<a href='https://www.epa.gov/system/files/documents/2025-09/finalvt0001007permit-2006.pdf'>Proctor, Town of (pdf)</a> <span class='document__meta'>(412 KB)</span>",VT0001007,11/20/2006,Chittenden,"<a href='https://www.epa.gov/system/files/documents/2025-09/finalvt0001007permit-2006.pdf'>Proctor, Town of (pdf)</a> <span class='document__meta'>(412 KB)</span>","Proctor, Town of (pdf) (412 KB)",['https://www.epa.gov/system/files/documents/2025-09/finalvt0001007permit-2006.pdf'],final,vt,"Furnace Brook, Class B",,
"Clarendon (Unnamed tributary of Otter Creek, Class B(2))",<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0001236permit-2018.pdf'>Carrara Quarry (pdf)</a> <span class='document__meta'>(189 KB)</span>,VT0001236,08/23/2018,Clarendon,<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0001236permit-2018.pdf'>Carrara Quarry (pdf)</a> <span class='document__meta'>(189 KB)</span>,Carrara Quarry (pdf) (189 KB),['https://www.epa.gov/system/files/documents/2025-07/finalvt0001236permit-2018.pdf'],final,vt,"Unnamed tributary of Otter Creek, Class",,
"Clarendon (Unnamed tributary of Otter Creek, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0001236permit-2010.pdf'>Carrara Quarry (pdf)</a> <span class='document__meta'>(1.3 MB)</span>,VT0001236,09/20/2010,Clarendon,<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0001236permit-2010.pdf'>Carrara Quarry (pdf)</a> <span class='document__meta'>(1.3 MB)</span>,Carrara Quarry (pdf) (1.3 MB),['https://www.epa.gov/system/files/documents/2025-08/finalvt0001236permit-2010.pdf'],final,vt,"Unnamed tributary of Otter Creek, Class B",,
"Clarendon (Clarendon River, Class B)","<a href='https://www.epa.gov/system/files/documents/2025-06/finalvt0120087permit-2021.pdf'>Casella  Construction, Inc. - Casella Clarendon Quarry (pdf)</a> <span class='document__meta'>(1.3 MB)</span>",VT0120087,11/17/2021,Clarendon,"<a href='https://www.epa.gov/system/files/documents/2025-06/finalvt0120087permit-2021.pdf'>Casella  Construction, Inc. - Casella Clarendon Quarry (pdf)</a> <span class='document__meta'>(1.3 MB)</span>","Casella  Construction, Inc. - Casella Clarendon Quarry (pdf) (1.3 MB)",['https://www.epa.gov/system/files/documents/2025-06/finalvt0120087permit-2021.pdf'],final,vt,"Clarendon River, Class B",,
"Colchester (Unnamed tributary of Sunderland Brook, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-09/finalvt0000841permit-2006.pdf'>Frank W. Whitcomb Construction Company (pdf)</a> <span class='document__meta'>(544 KB)</span>,VT0000841,11/20/2006,Colchester,<a href='https://www.epa.gov/system/files/documents/2025-09/finalvt0000841permit-2006.pdf'>Frank W. Whitcomb Construction Company (pdf)</a> <span class='document__meta'>(544 KB)</span>,Frank W. Whitcomb Construction Company (pdf) (544 KB),['https://www.epa.gov/system/files/documents/2025-09/finalvt0000841permit-2006.pdf'],final,vt,"Unnamed tributary of Sunderland Brook, Class B",,
Colchester (Winooski River),<a href='https://www.epa.gov/system/files/documents/2025-06/finalvt0001333permit-2021.pdf'>Western Lime Kiln Quarry (pdf)</a> <span class='document__meta'>(612 KB)</span>,VT0001333,10/18/2021,Colchester,<a href='https://www.epa.gov/system/files/documents/2025-06/finalvt0001333permit-2021.pdf'>Western Lime Kiln Quarry (pdf)</a> <span class='document__meta'>(612 KB)</span>,Western Lime Kiln Quarry (pdf) (612 KB),['https://www.epa.gov/system/files/documents/2025-06/finalvt0001333permit-2021.pdf'],final,vt,Winooski River,,
"Cornwall (Lemon Fair River, Class B)","<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0001309permit-2011.pdf'>Cornwall Town Garage, Town of (pdf)</a> <span class='document__meta'>(299 KB)</span>",VT0001309,10/06/2011,Cornwall,"<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0001309permit-2011.pdf'>Cornwall Town Garage, Town of (pdf)</a> <span class='document__meta'>(299 KB)</span>","Cornwall Town Garage, Town of (pdf) (299 KB)",['https://www.epa.gov/system/files/documents/2025-08/finalvt0001309permit-2011.pdf'],final,vt,"Lemon Fair River, Class B",,
"Cornwall (Lemon Fair River, Class B)","<a href='https://www.epa.gov/system/files/documents/2025-09/finalvt0001309permit-2007.pdf'>Cornwall Town Garage, Town of (pdf)</a> <span class='document__meta'>(100 KB)</span>",VT0001309,05/22/2007,Cornwall,"<a href='https://www.epa.gov/system/files/documents/2025-09/finalvt0001309permit-2007.pdf'>Cornwall Town Garage, Town of (pdf)</a> <span class='document__meta'>(100 KB)</span>","Cornwall Town Garage, Town of (pdf) (100 KB)",['https://www.epa.gov/system/files/documents/2025-09/finalvt0001309permit-2007.pdf'],final,vt,"Lemon Fair River, Class B",,
"Danville (Water Andric, Class B)","<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0100633permitamended-2018.pdf'>Danville, Town of (Amended) (pdf)</a> <span class='document__meta'>(190 KB)</span>",VT0100633,01/17/2018,Danville,"<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0100633permitamended-2018.pdf'>Danville, Town of (Amended) (pdf)</a> <span class='document__meta'>(190 KB)</span>","Danville, Town of (Amended) (pdf) (190 KB)",['https://www.epa.gov/system/files/documents/2025-07/finalvt0100633permitamended-2018.pdf'],final,vt,"Water Andric, Class B",,
"Danville (Water Andric, Class B)","<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0100633permit-2016.pdf'>Danville, Town of (pdf)</a> <span class='document__meta'>(378 KB)</span>",VT0100633,09/28/2016,Danville,"<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0100633permit-2016.pdf'>Danville, Town of (pdf)</a> <span class='document__meta'>(378 KB)</span>","Danville, Town of (pdf) (378 KB)",['https://www.epa.gov/system/files/documents/2025-07/finalvt0100633permit-2016.pdf'],final,vt,"Water Andric, Class B",,
"Danville (Joe's Brook, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0022977permit-2010.pdf'>Frye Quarry (pdf)</a> <span class='document__meta'>(625 KB)</span>,VT0022977,12/27/2010,Danville,<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0022977permit-2010.pdf'>Frye Quarry (pdf)</a> <span class='document__meta'>(625 KB)</span>,Frye Quarry (pdf) (625 KB),['https://www.epa.gov/system/files/documents/2025-08/finalvt0022977permit-2010.pdf'],final,vt,"Joe's Brook, Class B",,
"Derby (Lake Derby, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-09/finalvt0000957permit-2006.pdf'>Derby Center Village (pdf)</a> <span class='document__meta'>(540 KB)</span>,VT0000957,03/02/2006,Derby,<a href='https://www.epa.gov/system/files/documents/2025-09/finalvt0000957permit-2006.pdf'>Derby Center Village (pdf)</a> <span class='document__meta'>(540 KB)</span>,Derby Center Village (pdf) (540 KB),['https://www.epa.gov/system/files/documents/2025-09/finalvt0000957permit-2006.pdf'],final,vt,"Lake Derby, Class B",,
East Ryegate (Connecticut River),<a href='https://www.epa.gov/system/files/documents/2025-06/finalvt0100951permit-2021.pdf'>Ryegate Fire District No. 2 (pdf)</a> <span class='document__meta'>(629 KB)</span>,VT0100951,04/13/2021,East Ryegate,<a href='https://www.epa.gov/system/files/documents/2025-06/finalvt0100951permit-2021.pdf'>Ryegate Fire District No. 2 (pdf)</a> <span class='document__meta'>(629 KB)</span>,Ryegate Fire District No. 2 (pdf) (629 KB),['https://www.epa.gov/system/files/documents/2025-06/finalvt0100951permit-2021.pdf'],final,vt,Connecticut River,,
East Ryegate (Connecticut River),<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0100951permit-2015.pdf'>Ryegate Fire District No. 2 (pdf)</a> <span class='document__meta'>(1.6 MB)</span>,VT0100951,01/06/2015,East Ryegate,<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0100951permit-2015.pdf'>Ryegate Fire District No. 2 (pdf)</a> <span class='document__meta'>(1.6 MB)</span>,Ryegate Fire District No. 2 (pdf) (1.6 MB),['https://www.epa.gov/system/files/documents/2025-07/finalvt0100951permit-2015.pdf'],final,vt,Connecticut River,,
"East Ryegate (Connecticut River, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-06/finalvt0020893permit-2021.pdf'>Ryegate Associates - Ryegate Power Station (pdf)</a> <span class='document__meta'>(600 KB)</span>,VT0020893,07/01/2021,East Ryegate,<a href='https://www.epa.gov/system/files/documents/2025-06/finalvt0020893permit-2021.pdf'>Ryegate Associates - Ryegate Power Station (pdf)</a> <span class='document__meta'>(600 KB)</span>,Ryegate Associates - Ryegate Power Station (pdf) (600 KB),['https://www.epa.gov/system/files/documents/2025-06/finalvt0020893permit-2021.pdf'],final,vt,"Connecticut River, Class B",,
"East Ryegate (Connecticut River, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0020893permitmod-2018.pdf'>Ryegate Associates - Ryegate Power Station (pdf)</a> <span class='document__meta'>(167 KB)</span>,VT0020893,03/29/2018,East Ryegate,<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0020893permitmod-2018.pdf'>Ryegate Associates - Ryegate Power Station (pdf)</a> <span class='document__meta'>(167 KB)</span>,Ryegate Associates - Ryegate Power Station (pdf) (167 KB),['https://www.epa.gov/system/files/documents/2025-07/finalvt0020893permitmod-2018.pdf'],final,vt,"Connecticut River, Class B",,
"East Ryegate (Connecticut River, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0020893permit-2015.pdf'>Ryegate Associates (pdf)</a> <span class='document__meta'>(1.1 MB)</span>,VT0020893,04/30/2015,East Ryegate,<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0020893permit-2015.pdf'>Ryegate Associates (pdf)</a> <span class='document__meta'>(1.1 MB)</span>,Ryegate Associates (pdf) (1.1 MB),['https://www.epa.gov/system/files/documents/2025-07/finalvt0020893permit-2015.pdf'],final,vt,"Connecticut River, Class B",,
"East Ryegate (Connecticut River, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0020893permit-2010.pdf'>Ryegate Associates (pdf)</a> <span class='document__meta'>(693 KB)</span>,VT0020893,03/24/2010,East Ryegate,<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0020893permit-2010.pdf'>Ryegate Associates (pdf)</a> <span class='document__meta'>(693 KB)</span>,Ryegate Associates (pdf) (693 KB),['https://www.epa.gov/system/files/documents/2025-08/finalvt0020893permit-2010.pdf'],final,vt,"Connecticut River, Class B",,
"Enosburg Falls (Missisquoi River, Class B(2))",<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0100102permit-2018.pdf'>Enosburg Falls Wastewater Treatment Facility (pdf)</a> <span class='document__meta'>(693 KB)</span>,VT0100102,06/28/2018,Enosburg Falls,<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0100102permit-2018.pdf'>Enosburg Falls Wastewater Treatment Facility (pdf)</a> <span class='document__meta'>(693 KB)</span>,Enosburg Falls Wastewater Treatment Facility (pdf) (693 KB),['https://www.epa.gov/system/files/documents/2025-07/finalvt0100102permit-2018.pdf'],final,vt,"Missisquoi River, Class",,
"Enosburg Falls (Missisquoi River, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-09/finalvt0100102permit-2007.pdf'>Enosburg Falls Wastewater Treatment Facility (pdf)</a> <span class='document__meta'>(1 MB)</span>,VT0100102,12/04/2007,Enosburg Falls,<a href='https://www.epa.gov/system/files/documents/2025-09/finalvt0100102permit-2007.pdf'>Enosburg Falls Wastewater Treatment Facility (pdf)</a> <span class='document__meta'>(1 MB)</span>,Enosburg Falls Wastewater Treatment Facility (pdf) (1 MB),['https://www.epa.gov/system/files/documents/2025-09/finalvt0100102permit-2007.pdf'],final,vt,"Missisquoi River, Class B",,
"Essex Junction (Winooski River, Class B(2))",<a href='https://www.epa.gov/system/files/documents/2025-06/finalvt0000400amendedpermit-2022.pdf'>Global Foundries U. S. 2 LLC - Global Foundries <abbr title='Wastewater Treatment Facility'>WWTF</abbr> (Amended Final Permit) (pdf)</a> <span class='document__meta'>(5.9 MB)</span>,VT0000400,02/24/2022,Essex Junction,<a href='https://www.epa.gov/system/files/documents/2025-06/finalvt0000400amendedpermit-2022.pdf'>Global Foundries U. S. 2 LLC - Global Foundries <abbr title='Wastewater Treatment Facility'>WWTF</abbr> (Amended Final Permit) (pdf)</a> <span class='document__meta'>(5.9 MB)</span>,Global Foundries U. S. 2 LLC - Global Foundries WWTF (Amended Final Permit) (pdf) (5.9 MB),['https://www.epa.gov/system/files/documents/2025-06/finalvt0000400amendedpermit-2022.pdf'],final,vt,"Winooski River, Class",,
"Essex Junction (Winooski River, Class B(2))",<a href='https://www.epa.gov/system/files/documents/2025-06/finalvt0000400permit-2021.pdf'>Global Foundries <abbr title='Wastewater Treatment Facility'>WWTF</abbr> (Permit and Transfer from IBM to Global Foundries U. S. 2 LLC) (pdf)</a> <span class='document__meta'>(6.1 MB)</span>,VT0000400,06/04/2021,Essex Junction,<a href='https://www.epa.gov/system/files/documents/2025-06/finalvt0000400permit-2021.pdf'>Global Foundries <abbr title='Wastewater Treatment Facility'>WWTF</abbr> (Permit and Transfer from IBM to Global Foundries U. S. 2 LLC) (pdf)</a> <span class='document__meta'>(6.1 MB)</span>,Global Foundries WWTF (Permit and Transfer from IBM to Global Foundries U. S. 2 LLC) (pdf) (6.1 MB),['https://www.epa.gov/system/files/documents/2025-06/finalvt0000400permit-2021.pdf'],final,vt,"Winooski River, Class",,
"Essex Junction (Winooski River, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0120037permitamended-2017.pdf'>International Business Machines (Amended) (pdf)</a> <span class='document__meta'>(936 KB)</span>,VT0120037,07/01/2017,Essex Junction,<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0120037permitamended-2017.pdf'>International Business Machines (Amended) (pdf)</a> <span class='document__meta'>(936 KB)</span>,International Business Machines (Amended) (pdf) (936 KB),['https://www.epa.gov/system/files/documents/2025-07/finalvt0120037permitamended-2017.pdf'],final,vt,"Winooski River, Class B",,
