,entity_name,client_name,year,reg_type,compensation
654,Joseph A. Boncore,"Keolis Commuter Services, LLC",2024,Lobbyist,52500.0
655,Joseph A. Boncore,"Massachusetts Biotechnology Council, Inc.",2024,Lobbyist,90000.0
656,Joseph A. Boncore,"Camp Harbor View Foundation, Inc.",2024,Lobbyist,60000.0
657,Joseph A. Boncore,"Neighborhood of Affordable Housing, Inc.",2024,Lobbyist,30000.0
658,Joseph A. Boncore,Friends of the Children - Boston,2024,Lobbyist,45000.0
659,Joseph A. Boncore,AMERICAN KRATOM ASSOCIATION,2024,Lobbyist,42000.0
660,Joseph A. Boncore,Flatiron Energy Development LLC,2024,Lobbyist,50000.0
661,Joseph A. Boncore,"Hayden AI Technologies, Inc",2024,Lobbyist,30000.0
662,Joseph A. Boncore,SouthCoast Wind Energy LLC,2024,Lobbyist,57500.0
663,Joseph A. Boncore,"Revere Beach  Blvd, LLC",2024,Lobbyist,30000.0
664,Joseph A. Boncore,SUN Initiative Financing LLC,2024,Lobbyist,30000.0
665,Joseph A. Boncore,Total salaries received,2024,Lobbyist,607000.0
666,Daniel Edward Bosley,Massachusetts Forest Alliance Limited,2024,Lobbyist,6000.0
667,Daniel Edward Bosley,"Soldier On, Inc.",2024,Lobbyist,26000.0
668,Daniel Edward Bosley,Total salaries received,2024,Lobbyist,32000.0
669,James M Bradford,Guidehouse Inc.,2024,Lobbyist,39000.0
670,James M Bradford,Total salaries received,2024,Lobbyist,39000.0
671,Edward J Brennan Jr,Massachusetts Alliance of Juvenile Court Clinics,2024,Lobbyist,5500.0
672,Edward J Brennan Jr,MASSACHUSETTS SOCIETY OF OTOLARYGOLOGY-HEAD AND NECK SURGERY,2024,Lobbyist,20000.0
673,Edward J Brennan Jr,"Massachusetts Radiological Society, Inc, The",2024,Lobbyist,10000.0
674,Edward J Brennan Jr,American Association of Physicists in Medicine,2024,Lobbyist,20000.0
675,Edward J Brennan Jr,"Massachusetts Society of Clinical Oncologists, Inc.",2024,Lobbyist,8667.0
676,Edward J Brennan Jr,"Massachusetts Society of Anesthesiologists, Inc, The",2024,Lobbyist,8000.0
677,Edward J Brennan Jr,"Massachusetts Chapter, American Academy of Pediatrics, Inc.",2024,Lobbyist,10000.0
678,Edward J Brennan Jr,"Massachusetts Academy of Dermatology, Inc.",2024,Lobbyist,36000.0
679,Edward J Brennan Jr,"Massachusetts Gastroenterology Association, Inc",2024,Lobbyist,10000.0
680,Edward J Brennan Jr,Total salaries received,2024,Lobbyist,128167.0
681,Brian P. Lees,"Latino Economic Development Corporation, Inc.",2024,Lobbyist Entity,1500.0
682,Brian P. Lees,"Baystate Health, Inc.",2024,Lobbyist Entity,12000.0
683,Brian P. Lees,Total salaries received,2024,Lobbyist Entity,13500.0
684,"Brownstein Hyatt Farber Schreck, LLP",Early Care and Education Consortium,2024,Lobbyist Entity,14078.45
685,"Brownstein Hyatt Farber Schreck, LLP",Total salaries received,2024,Lobbyist Entity,14078.45
686,Buchanan&Associates,Massachusetts Marine Trades Association,2024,Lobbyist Entity,15000.0
687,Buchanan&Associates,Total salaries received,2024,Lobbyist Entity,15000.0
688,Buchanan&Associates,Northeast Marine Pilots,2024,Lobbyist Entity,9332.5
689,Bulfinch Strategies Group LLC,"Association of periOperative Registered Nurses (AORN) Massachusetts Chapter 1, Inc.",2024,Lobbyist Entity,24000.0
690,Bulfinch Strategies Group LLC,"Buzzards Bay Coalition, Inc.",2024,Lobbyist Entity,5000.0
691,Bulfinch Strategies Group LLC,"Center for Human Development, Incorporated",2024,Lobbyist Entity,15000.0
692,Bulfinch Strategies Group LLC,LEADS INC.,2024,Lobbyist Entity,0.0
693,Bulfinch Strategies Group LLC,"Massachusetts Academy of Nutrition and Dietetics, Inc.",2024,Lobbyist Entity,30431.95
694,Bulfinch Strategies Group LLC,"Massachusetts Independent Physician Practice Association, Inc.",2024,Lobbyist Entity,11225.0
695,Bulfinch Strategies Group LLC,"National Council of State Boards of Nursing, Inc.",2024,Lobbyist Entity,30000.0
696,Bulfinch Strategies Group LLC,People Incorporated,2024,Lobbyist Entity,6000.0
697,Bulfinch Strategies Group LLC,"Sarepta Therapeutics, Inc.",2024,Lobbyist Entity,0.0
698,Bulfinch Strategies Group LLC,"Shipt, Inc.",2024,Lobbyist Entity,36000.0
699,Bulfinch Strategies Group LLC,"Southcoast Hospitals Group, Inc.",2024,Lobbyist Entity,48000.0
700,Bulfinch Strategies Group LLC,"VectorCare, Inc.",2024,Lobbyist Entity,18000.0
701,Bulfinch Strategies Group LLC,"Vitra Health, Inc.",2024,Lobbyist Entity,30000.0
702,Bulfinch Strategies Group LLC,National Multiple Sclerosis Society,2024,Lobbyist Entity,15000.0
703,Bulfinch Strategies Group LLC,"Youth Villages, Inc.",2024,Lobbyist Entity,48000.0
704,Bulfinch Strategies Group LLC,"The May Institute, Inc.",2024,Lobbyist Entity,30000.0
705,Bulfinch Strategies Group LLC,PharmaCann Inc.,2024,Lobbyist Entity,37500.0
706,Bulfinch Strategies Group LLC,"Planned Parenthood Advocacy Fund, Inc.",2024,Lobbyist Entity,42000.0
707,Bulfinch Strategies Group LLC,"Foundation Medicine, Inc.",2024,Lobbyist Entity,48000.0
708,Bulfinch Strategies Group LLC,Electrify America LLC,2024,Lobbyist Entity,22500.0
709,Bulfinch Strategies Group LLC,"Northeast Arc, Inc.",2024,Lobbyist Entity,12500.0
710,Bulfinch Strategies Group LLC,"Sira Naturals, Inc.",2024,Lobbyist Entity,34000.0
711,Bulfinch Strategies Group LLC,"Massachusetts Housing Coalition, Inc.",2024,Lobbyist Entity,12000.0
712,Bulfinch Strategies Group LLC,Total salaries received,2024,Lobbyist Entity,555156.95
713,Bulfinch Strategies Group LLC,"Transhealth, Inc.",2024,Lobbyist Entity,9000.0
714,Stephen Buoniconti,National Correctional Employees Union Inc.,2024,Lobbyist,10806.5
715,Stephen Buoniconti,Eastern States Exposition,2024,Lobbyist,15000.0
716,Stephen Buoniconti,Outdoor Amusement Business Association Inc.,2024,Lobbyist,0.0
717,Stephen Buoniconti,Springfield Day Nursery Corporation,2024,Lobbyist,15000.0
718,Stephen Buoniconti,"New England Collectors Association, Inc.",2024,Lobbyist,15000.0
719,Stephen Buoniconti,"Greater Springfield Convention and Visitors Bureau, Inc.",2024,Lobbyist,25000.0
720,Stephen Buoniconti,"Baystate Health, Inc.",2024,Lobbyist,10000.0
721,Stephen Buoniconti,Health New England Inc.,2024,Lobbyist,17500.0
722,Stephen Buoniconti,Total salaries received,2024,Lobbyist,108306.5
723,John P. Burke,"American International Group, Inc. (AIG)",2024,Lobbyist,27000.0
724,John P. Burke,"Corebridge Financial, Inc.",2024,Lobbyist,27000.0
725,John P. Burke,"PENN Entertainment, Inc.",2024,Lobbyist,15000.0
726,John P. Burke,"Trinity Health of New England Corporation, Inc.",2024,Lobbyist,15000.0
727,John P. Burke,Paramount Springfield Limited Partnership,2024,Lobbyist,0.0
728,John P. Burke,"New England Farm Workers' Council, Inc.",2024,Lobbyist,0.0
729,John P. Burke,Total salaries received,2024,Lobbyist,84000.0
730,John P. Burke,"Baldwin Risk Partners, LLC",2024,Lobbyist,0.0
731,Ava Cabana,Serenity Care Inc,2024,Lobbyist,30000.0
732,Ava Cabana,Merrimack College,2024,Lobbyist,0.0
733,Ava Cabana,Cape Cod Commercial Fishermen's Alliance Inc,2024,Lobbyist,42000.0
734,Ava Cabana,"Cell Signaling Technology, Inc.",2024,Lobbyist,60000.0
735,Ava Cabana,"Holyoke Medical Center, Inc.",2024,Lobbyist,30000.0
736,Ava Cabana,Tekni-Plex Flexibles LLC,2024,Lobbyist,15000.0
737,Ava Cabana,Massachusetts Association of County Commissioners,2024,Lobbyist,0.0
738,Ava Cabana,"MASSACHUSETTS AMBULANCE ASSOCIATION, INCORPORATED",2024,Lobbyist,60000.0
739,Ava Cabana,AION Value Partners LLC,2024,Lobbyist,0.0
740,Ava Cabana,"Dellbrook Construction, LLC",2024,Lobbyist,30000.0
741,Ava Cabana,Society for the Preservation of New England Antiquities dba Historic New England,2024,Lobbyist,60000.0
742,Ava Cabana,NRL WSC 200 Inner Belt Prop LLC,2024,Lobbyist,90000.0
743,Ava Cabana,"MASSCHALLENGE, INC",2024,Lobbyist,21000.0
744,Ava Cabana,Beacon Communities LLC,2024,Lobbyist,45000.0
745,Ava Cabana,PREP Hanover Real Estate LLC,2024,Lobbyist,0.0
746,Ava Cabana,NeoGames US LLP,2024,Lobbyist,7000.0
747,Ava Cabana,Massachusetts Alliance for Data Privacy Inc.,2024,Lobbyist,30000.0
748,Ava Cabana,"Berkshire Health Systems, Inc.",2024,Lobbyist,30000.0
749,Ava Cabana,"Planning Office for Urban Affairs, Inc.",2024,Lobbyist,33000.0
750,Ava Cabana,Advantage Behavorial Health Network,2024,Lobbyist,30000.0
751,Ava Cabana,Trustees of the Haverhill Public Library,2024,Lobbyist,0.0
752,Ava Cabana,State Street Bank and Trust Company,2024,Lobbyist,24300.0
753,Ava Cabana,Atlantic Management Corporation,2024,Lobbyist,0.0
754,Ava Cabana,Emergent Devices Inc.,2024,Lobbyist,27500.0
755,Ava Cabana,W/S Bellingham IV Associates LLC,2024,Lobbyist,0.0
756,Ava Cabana,Edward M. Kennedy Institute for the United States Senate,2024,Lobbyist,45000.0
757,Ava Cabana,"The HYM Investment Group, LLC",2024,Lobbyist,62500.0
758,Ava Cabana,"Blue Cross Blue Shield of Massachusetts, Inc.",2024,Lobbyist,50000.0
759,Ava Cabana,Alnylam U.S. Inc.,2024,Lobbyist,36000.0
760,Ava Cabana,"Association of Magistrates And Assistant Clerks, Inc.",2024,Lobbyist,0.0
761,Ava Cabana,Compassion & Choices Action Network,2024,Lobbyist,42000.0
762,Ava Cabana,"Massachusetts Funeral Directors Association, Inc.",2024,Lobbyist,30000.0
763,Ava Cabana,MVUC LLC,2024,Lobbyist,45000.0
764,Ava Cabana,Massachusetts Senior Care Association Inc.,2024,Lobbyist,45000.0
765,Ava Cabana,"Beth Israel Lahey Health, Inc.",2024,Lobbyist,84000.0
